NodeID	SpeciesID	StageID	Stage	Species.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	System	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeEstimation	BodySizeNotes	BodySizeN	Biomass(kg/ha)	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	Subspecies	NodeNotes
168	138	1	Adult	138.1	Cryptocotyle jejuna	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	jejuna		NA
172	139	1	Adult	139.1	Cryptocotyle lingua	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	lingua		NA
176	140	1	Adult	140.1	Cercaria ephemera/Notocotyle #10	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Cercaria	ephemera		NA
179	141	1	Adult	141.1	Cercaria lebouri/Paramonostomum chabaudi	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Paramonostomum	chabaudi		NA
182	142	1	Adult	142.1	Psilostomum brevicolle	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Psilostomum	brevicolle		NA
186	143	1	Adult	143.1	Psilochasmus aglyptorchis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Psilochasmus	aglyptorchis		NA
189	144	1	Adult	144.1	Deropristis inflata	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Deropristis	inflata		NA
193	145	1	Adult	145.1	Renicola roscovita	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Renicola	roscovita		NA
197	146	1	Adult	146.1	Meiogymnophallus minutus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Meiogymnophallus	minutus		NA
199	147	1	Adult	147.1	Gymnophallus gibberosus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	gibberosus		NA
203	148	1	Adult	148.1	Gymnophallus choledochus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	choledochus		NA
207	149	1	Adult	149.1	Lacunovermis macomae	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Lacunovermis	macomae		NA
210	150	1	Adult	150.1	Parvatrema affinis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Parvatrema	affinis		NA
218	153	1	Adult	153.1	Podocotyle atomon	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Trematoda		Digenea					Podocotyle	atomon		NA
222	154	1	Adult	154.1	Paravortex sp.	Trematode	Taxon	Species		Feeding	Infectious	Infectious	Macroparasite													Animalia	Platyhelminthes			Turbellaria							Paravortex	sp.		NA
129	127	3	Cercariae	127.3	Microphallus claviformis	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Freeliving	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Microphallus	claviformis		NA
142	131	3	Cercariae	131.3	Maritrema subdolum	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Maritrema	subdolum		NA
146	132	3	Cercariae	132.3	Cercaria #15	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Ceracaria	#15		NA
150	133	3	Cercariae	133.3	Levinseniella brachysoma	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Levinseniella	brachysoma		NA
154	134	3	Cercariae	134.3	Himasthla elongata	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	elongata		NA
158	135	3	Cercariae	135.3	Himasthla continua	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	continua		NA
162	136	3	Cercariae	136.3	Himasthla interrupta	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	interrupta		NA
166	137	3	Cercariae	137.3	Cryptocotyle concavum	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	concavum		NA
170	138	3	Cercariae	138.3	Cryptocotyle jejuna	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	jejuna		NA
174	139	3	Cercariae	139.3	Cryptocotyle lingua	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	lingua		NA
184	142	3	Cercariae	142.3	Psilostomum brevicolle	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Psilostomum	brevicolle		NA
191	144	3	Cercariae	144.3	Deropristis inflata	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Deropristis	inflata		NA
195	145	3	Cercariae	145.3	Renicola roscovita	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Renicola	roscovita		NA
201	147	3	Cercariae	147.3	Gymnophallus gibberosus	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	gibberosus		NA
205	148	3	Cercariae	148.3	Gymnophallus choledochus	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	choledochus		NA
216	152	3	Cercariae	152.3	Labratrema minimus	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Labratrema	minumus		NA
220	153	3	Cercariae	153.3	Podocotyle atomon	Trematode	Lifecycle Stage	Species		Non-Feeding	Freeliving	Infectious	Non-Feeding			Intermediate										Animalia	Platyhelminthes			Trematoda		Digenea					Podocotyle	atomon		NA
130	127	4	Metacerariae	127.4	Microphallus claviformis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Microphallus	claviformis		NA
133	128	4	Metacerariae	128.4	Microphallus pygmaeus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Microphallus	pygmaeus		NA
136	129	4	Metacerariae	129.4	Microphallus pirum	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Microphallus	pirum		NA
139	130	4	Metacerariae	130.4	Maritrema oocysta	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Maritrema	oocysta		NA
143	131	4	Metacerariae	131.4	Maritrema subdolum	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Maritrema	subdolum		NA
147	132	4	Metacerariae	132.4	Cercaria #15	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Ceracaria	#15		NA
151	133	4	Metacerariae	133.4	Levinseniella brachysoma	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Levinseniella	brachysoma		NA
155	134	4	Metacerariae	134.4	Himasthla elongata	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	elongata		NA
159	135	4	Metacerariae	135.4	Himasthla continua	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	continua		NA
163	136	4	Metacerariae	136.4	Himasthla interrupta	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	interrupta		NA
167	137	4	Metacerariae	137.4	Cryptocotyle concavum	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	concavum		NA
171	138	4	Metacerariae	138.4	Cryptocotyle jejuna	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	jejuna		NA
175	139	4	Metacerariae	139.4	Cryptocotyle lingua	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	lingua		NA
178	140	4	Metacerariae	140.4	Cercaria ephemera/Notocotyle #10	Trematode	Lifecycle Stage	Species		Non-Feeding	Commensal	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Cercaria	ephemera		NA
181	141	4	Metacerariae	141.4	Cercaria lebouri/Paramonostomum chabaudi	Trematode	Lifecycle Stage	Species		Non-Feeding	Commensal	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Paramonostomum	chabaudi		NA
185	142	4	Metacerariae	142.4	Psilostomum brevicolle	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Psilostomum	brevicolle		NA
188	143	4	Metacerariae	143.4	Psilochasmus aglyptorchis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Psilochasmus	aglyptorchis		NA
192	144	4	Metacerariae	144.4	Deropristis inflata	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Deropristis	inflata		NA
196	145	4	Metacerariae	145.4	Renicola roscovita	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Renicola	roscovita		NA
198	146	4	Metacerariae	146.4	Meiogymnophallus minutus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Meiogymnophallus	minutus		NA
202	147	4	Metacerariae	147.4	Gymnophallus gibberosus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	gibberosus		NA
206	148	4	Metacerariae	148.4	Gymnophallus choledochus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	choledochus		NA
209	149	4	Metacerariae	149.4	Lacunovermis macomae	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Lacunovermis	macomae		NA
212	150	4	Metacerariae	150.4	Parvatrema affinis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Parvatrema	affinis		NA
214	151	4	Metacerariae	151.4	Monorchis parvus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Monorchis	parvus		NA
217	152	4	Metacerariae	152.4	Labratrema minimus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Labratrema	minumus		NA
221	153	4	Metacerariae	153.4	Podocotyle atomon	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Trophically Transmitted Parasite													Animalia	Platyhelminthes			Trematoda		Digenea					Podocotyle	atomon		NA
128	127	2	Parthinitae	127.2	Microphallus claviformis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Freeliving	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Microphallus	claviformis		NA
132	128	2	Parthinitae	128.2	Microphallus pygmaeus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Microphallus	pygmaeus		NA
135	129	2	Parthinitae	129.2	Microphallus pirum	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Microphallus	pirum		NA
138	130	2	Parthinitae	130.2	Maritrema oocysta	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Maritrema	oocysta		NA
141	131	2	Parthinitae	131.2	Maritrema subdolum	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Maritrema	subdolum		NA
145	132	2	Parthinitae	132.2	Cercaria #15	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Ceracaria	#15		NA
149	133	2	Parthinitae	133.2	Levinseniella brachysoma	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Levinseniella	brachysoma		NA
153	134	2	Parthinitae	134.2	Himasthla elongata	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	elongata		NA
157	135	2	Parthinitae	135.2	Himasthla continua	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	continua		NA
161	136	2	Parthinitae	136.2	Himasthla interrupta	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Himasthla	interrupta		NA
165	137	2	Parthinitae	137.2	Cryptocotyle concavum	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	concavum		NA
169	138	2	Parthinitae	138.2	Cryptocotyle jejuna	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	jejuna		NA
173	139	2	Parthinitae	139.2	Cryptocotyle lingua	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Cryptocotyle	lingua		NA
177	140	2	Parthinitae	140.2	Cercaria ephemera/Notocotyle #10	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Cercaria	ephemera		NA
180	141	2	Parthinitae	141.2	Cercaria lebouri/Paramonostomum chabaudi	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Paramonostomum	chabaudi		NA
183	142	2	Parthinitae	142.2	Psilostomum brevicolle	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Psilostomum	brevicolle		NA
187	143	2	Parthinitae	143.2	Psilochasmus aglyptorchis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Psilochasmus	aglyptorchis		NA
190	144	2	Parthinitae	144.2	Deropristis inflata	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Deropristis	inflata		NA
194	145	2	Parthinitae	145.2	Renicola roscovita	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Renicola	roscovita		NA
200	147	2	Parthinitae	147.2	Gymnophallus gibberosus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	gibberosus		NA
204	148	2	Parthinitae	148.2	Gymnophallus choledochus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Gymnophallus	choledochus		NA
208	149	2	Parthinitae	149.2	Lacunovermis macomae	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Lacunovermis	macomae		NA
211	150	2	Parthinitae	150.2	Parvatrema affinis	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Parvatrema	affinis		NA
213	151	2	Parthinitae	151.2	Monorchis parvus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Monorchis	parvus		NA
215	152	2	Parthinitae	152.2	Labratrema minimus	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Labratrema	minumus		NA
219	153	2	Parthinitae	153.2	Podocotyle atomon	Trematode	Lifecycle Stage	Species		Feeding	Infectious	Infectious	Parasitic Castrator													Animalia	Platyhelminthes			Trematoda		Digenea					Podocotyle	atomon		NA
74	74	1	Adult	74.1	Tunicate	Tunicate	Taxon	Species		Feeding	Freeliving	Freeliving	Predator			Low	Resident									Animalia	Chordata			Ascidiacea							Styela 	clava		NA
75	75	1	Adult	75.1	Tunicate	Tunicate	Taxon	Species		Feeding	Freeliving	Freeliving	Predator			Low	Resident									Animalia	Chordata			Ascidiacea							Molgula	manhattensis		NA
7	7	1	Adult	7.1	Zooplankton	Zooplankton	Common Name Group	Assemblage		Feeding	Freeliving	Freeliving	Predator			Intermediate	Resident									Animalia														NA
